User ID,Username,Name,Social,Rating,Comments,Registration,Last visit,Role,Admin,Awards,About,Avatar URL
965331,ThreeTwoMeToo,ThreeTwoMeToo,,0,0,06 jul 22 18:17,19 jul 22 04:45,Default,14,,
965330,Golkop,Golkop,,0,0,06 jul 22 18:16,19 jul 22 04:39,Default,15,,
965328,DanZen,DanZen,,0,0,06 jul 22 18:14,19 jul 22 04:45,Default,14,,
965301,TrucksComing,TrucksComing,,0,0,06 jul 22 17:25,19 jul 22 04:46,Default,14,,
965300,MyMoves,MyMoves,,0,0,06 jul 22 17:24,19 jul 22 04:42,Default,15,,
965299,IronCurtain3,IronCurtain3,,0,0,06 jul 22 17:23,19 jul 22 04:38,Default,14,,
965296,PackageU,PackageU,,0,0,06 jul 22 17:22,19 jul 22 04:44,Default,15,,
965294,Harmonye,Harmonye,,0,0,06 jul 22 17:21,19 jul 22 04:44,Default,15,,
965292,SixerSix,SixerSix,,0,0,06 jul 22 17:20,19 jul 22 04:44,Default,14,,
965291,theBeggar,theBeggar,,0,0,06 jul 22 17:19,19 jul 22 04:40,Default,14,,
965290,SwatKats,SwatKats,,0,0,06 jul 22 17:18,19 jul 22 04:44,Default,14,,
965289,DeeDee,DeeDee,,0,0,06 jul 22 17:17,19 jul 22 04:44,Default,14,,
965288,dexter10,dexter10,,0,0,06 jul 22 17:15,19 jul 22 04:44,Default,15,,
965287,EopiLOPI,EopiLOPI,,0,0,06 jul 22 17:14,19 jul 22 04:38,Default,14,,
965286,HeisenbergG,HeisenbergG,,0,0,06 jul 22 17:13,19 jul 22 04:44,Default,14,,
965285,DopplerK,DopplerK,,0,0,06 jul 22 17:11,19 jul 22 04:38,Default,15,,
964676,RedStar,RedStar,,0,0,05 jul 22 14:31,20 jul 22 11:02,Default,14,,
964436,PastorK,PastorK,,0,0,05 jul 22 05:51,20 jul 22 10:59,Default,14,,
964417,RogerJ,RogerJ,,0,0,05 jul 22 04:25,20 jul 22 09:33,Default,14,,
964187,SamsonThomas,SamsonThomas,,0,1,04 jul 22 15:22,20 jul 22 10:29,Default,14,,
962695,BlisteringBarnacless,BlisteringBarnacless,,0,0,01 jul 22 03:21,19 jul 22 04:43,Default,15,,
961061,FoootballIsMine,FoootballIsMine,,0,0,28 jun 22 22:25,05 jul 22 06:14,Default,7,,
961060,WorldIsEmmpty,WorldIsEmmpty,,0,0,28 jun 22 22:25,05 jul 22 06:14,Default,7,,
961059,MMegtU,MMegtU,,0,0,28 jun 22 22:24,05 jul 22 05:58,Default,7,,
961056,ChainisMiineNotUrs,ChainisMiineNotUrs,,0,0,28 jun 22 22:23,05 jul 22 06:14,Default,7,,
961055,VictorriousMe,VictorriousMe,,0,0,28 jun 22 22:22,05 jul 22 06:14,Default,7,,
961054,ComeLeetsDance,ComeLeetsDance,,0,0,28 jun 22 22:22,05 jul 22 06:14,Default,7,,
961052,FlooorToCeil,FlooorToCeil,,0,0,28 jun 22 22:21,05 jul 22 06:14,Default,7,,
961050,CeiilToFloor,CeiilToFloor,,0,0,28 jun 22 22:20,05 jul 22 06:14,Default,7,,
961043,VolcaanoMaagic,VolcaanoMaagic,,0,0,28 jun 22 22:16,05 jul 22 05:57,Default,7,,
961042,GreaatSooul,GreaatSooul,,0,0,28 jun 22 22:16,05 jul 22 05:57,Default,7,,
961041,TorrontooMagic,TorrontooMagic,,0,0,28 jun 22 22:13,05 jul 22 05:57,Default,7,,
961039,BlisteeringBarnacles,BlisteeringBarnacles,,0,0,28 jun 22 22:10,05 jul 22 05:57,Default,7,,
959819,DaddyIssuees100,DaddyIssuees100,,-22,17,28 jun 22 04:38,19 jul 22 04:48,Default,25,,
959815,RiboWarriior,RiboWarriior,,0,0,28 jun 22 04:36,29 jun 22 18:26,Default,7,,
959810,HiveMinddGiveMeClarity,HiveMinddGiveMeClarity,,0,0,28 jun 22 04:33,29 jun 22 18:25,Default,7,,
959809,StoryTooTellHmm,StoryTooTellHmm,,0,0,28 jun 22 04:32,29 jun 22 18:25,Default,7,,
959807,ArinfaaThomas,ArinfaaThomas,,0,0,28 jun 22 04:30,29 jun 22 18:25,Default,7,,
959806,ProvideMeQQ,ProvideMeQQ,,0,0,28 jun 22 04:29,29 jun 22 18:25,Default,7,,
958240,WhatsInName,WhatsInName,,-1,1,27 jun 22 04:03,19 jul 22 04:43,Default,16,,https://cdn.tolstoycomments.com/ui/f9/54/81/f9548163-cb37-4dc1-b75c-9046b2634350.png
957351,haraami_Gupta_urf_Kutta,haraami_gupta_urf_Kutta,,-1,1,25 jun 22 12:11,20 jul 22 10:48,Default,16,,https://cdn.tolstoycomments.com/ui/fa/46/79/fa46790d-596a-4671-8346-645fb98b3e5b.png
957348,slumSC_uniteST,slumSC_uniteST,,0,1,25 jun 22 12:00,19 jul 22 04:43,Default,17,,https://cdn.tolstoycomments.com/ui/47/0a/4d/470a4d4d-fb37-420a-bb39-ea60cbe1d39b.png
953145,Tornado,TornadoWrecks-evil-america,,7,1,19 jun 22 08:01,20 jul 22 10:48,Default,23,,https://cdn.tolstoycomments.com/ui/b5/51/2d/b5512d67-09f8-4f83-86eb-421d40fff974.png
953085,FoolParadise,FoolParadise,,-1,1,19 jun 22 03:28,03 jul 22 15:25,Default,14,,https://cdn.tolstoycomments.com/ui/bd/c8/ed/bdc8edc2-01e7-4b6b-9877-9fa7fa546212.png
953083,GreatShow,GreatShow,,5,1,19 jun 22 03:23,19 jul 22 04:37,Default,26,,https://cdn.tolstoycomments.com/ui/32/0f/44/320f445c-000b-47d8-8def-e4f8d8322247.png
953083,GreatShow,GreatShow,,5,1,19 jun 22 03:23,19 jul 22 04:37,Default,26,,https://cdn.tolstoycomments.com/ui/32/0f/44/320f445c-000b-47d8-8def-e4f8d8322247.png
953083,GreatShow,GreatShow,,5,1,19 jun 22 03:23,19 jul 22 04:37,Default,26,,https://cdn.tolstoycomments.com/ui/32/0f/44/320f445c-000b-47d8-8def-e4f8d8322247.png
952707,Terminator,Terminator,,-1,3,18 jun 22 11:49,19 jul 22 04:37,Default,23,,https://cdn.tolstoycomments.com/ui/5e/f5/ca/5ef5cae3-7305-4939-841e-04dc022c4b35.png
939087,SanjeevRanot___RUS,Z___Z___Z,,2132,156,27 maj 22 18:02,20 jul 22 11:10,Default,64,Mother Russia ! ! !,https://cdn.tolstoycomments.com/ui/d9/ac/85/d9ac856a-a7f2-408a-9391-2379fc7adadb.png
939024,SanjeevRanot__RU,Z___Z___Z,,0,0,27 maj 22 15:25,19 jul 22 04:43,Default,20,,https://cdn.tolstoycomments.com/ui/a3/85/2b/a3852b14-5136-43db-94e6-ef2f6a675ce5.png
928209,SanjeevRanot_Z_Z_Z,Z___Z___Z,,19,56,17 maj 22 12:36,19 jul 22 04:42,Default,41,Mother Russia,https://cdn.tolstoycomments.com/ui/a3/85/2b/a3852b14-5136-43db-94e6-ef2f6a675ce5.png
917983,Agent77j,Agent77j,,199,47,29 apr 22 04:47,20 jul 22 10:15,Default,33,,
917963,hartmann_pall_halldorsson,Hartmann Páll Halldórsson,Hartmann Páll Halldórsson (Google),0,0,29 apr 22 02:48,19 jul 22 21:52,Default,19,,https://cdn.tolstoycomments.com/ui/9c/d0/b7/9cd0b7fc-8a6c-44a1-b468-a6b72b48d7ac.png
915383,Z---Z---Z,Z___Z___Z,,104,172,27 apr 22 10:38,20 jul 22 10:59,Default,49,🇷🇺  🇷🇺  🇷🇺,https://cdn.tolstoycomments.com/ui/72/4c/63/724c6316-67fe-41f1-9d2e-09669a76081a.png
913379,IamFromPoopLand,IamFromPoopLand,,0,0,24 apr 22 09:56,20 jul 22 10:48,Default,21,,https://cdn.tolstoycomments.com/ui/e3/b8/de/e3b8dea7-6286-4ee3-85f4-8708e46e992a.png
913366,CaptainTurbanAmerica,CaptainTurbanAmerica,,0,0,24 apr 22 09:43,20 jul 22 10:48,Default,21,,https://cdn.tolstoycomments.com/ui/b4/0c/3f/b40c3fff-e79b-4bcc-b016-2c883de0ad44.png
913364,12oclockRockStar,12oclockRockStar,,0,0,24 apr 22 09:38,20 jul 22 11:02,Default,21,,https://cdn.tolstoycomments.com/ui/cb/67/fb/cb67fbb3-8e99-4c2c-960e-7ee08498504b.png
913360,NoLandOfFreeSpeech,NoLandOfFreeSpeech,,0,0,24 apr 22 09:25,20 jul 22 10:48,Default,21,,https://cdn.tolstoycomments.com/ui/e2/47/66/e2476620-b792-4b09-bcae-7dd2562a22b6.png
913355,GossipsAreMyEssentials,GossipsAreMyEssentials,,0,0,24 apr 22 09:12,27 jun 22 06:13,Default,21,,https://cdn.tolstoycomments.com/ui/c4/d0/3c/c4d03c41-18c3-4db9-9af3-96b0bda89dcf.png
913309,StopBeingCheeky,StopBeingCheeky,,0,0,24 apr 22 07:49,20 jul 22 10:59,Default,21,,https://cdn.tolstoycomments.com/ui/61/e2/04/61e204c5-c3e9-404a-bf6c-4263e1cd94cc.png
913304,Boooooring,Boooooring,,0,0,24 apr 22 07:32,20 jul 22 11:05,Default,21,,https://cdn.tolstoycomments.com/ui/ce/37/1c/ce371c55-56d4-4074-af22-3b4017d6cad6.png
913300,MakeMeLaughMore,MakeMeLaughMore,,0,0,24 apr 22 07:28,20 jul 22 10:59,Default,21,,https://cdn.tolstoycomments.com/ui/92/c6/a7/92c6a745-1113-4be1-b4cd-363ad9d29671.png
913295,ComeToMe,ComeToMe,,0,0,24 apr 22 07:14,20 jul 22 10:59,Default,21,,https://cdn.tolstoycomments.com/ui/3f/15/fa/3f15fa4f-4bd9-445a-a54a-5aac79192be0.png
913282,Aeewww,Eeewww,,0,0,24 apr 22 06:18,20 jul 22 11:01,Default,21,,https://cdn.tolstoycomments.com/ui/31/02/64/3102640d-07b2-43e3-9851-37a70efbc8b0.png
913270,CrazySequel,CrazySequel,,0,0,24 apr 22 05:48,20 jul 22 10:59,Default,21,,https://cdn.tolstoycomments.com/ui/ce/6c/df/ce6cdfbc-a148-4267-91bb-8d9c2ca2c6d1.png
913266,Me_Too_Owl,Me_Too_Owl,,0,0,24 apr 22 05:38,20 jul 22 10:21,Default,21,,https://cdn.tolstoycomments.com/ui/90/bc/80/90bc8059-99b1-415d-b4cf-d560c632e13c.png
913265,Whatttt,Whatttt,,0,0,24 apr 22 05:31,19 jul 22 04:37,Default,21,,https://cdn.tolstoycomments.com/ui/bd/c8/ed/bdc8edc2-01e7-4b6b-9877-9fa7fa546212.png
913264,Hmmmm_x3000,Hmmmm_x3000,,0,0,24 apr 22 05:25,19 jul 22 04:43,Default,21,,https://cdn.tolstoycomments.com/ui/02/cd/50/02cd502b-8f37-4ddd-93f9-ae1a67ba2f86.png
913263,Aww_Seriously,Aww_Seriously,,0,0,24 apr 22 05:16,19 jul 22 04:43,Default,21,,https://cdn.tolstoycomments.com/ui/be/6f/f3/be6ff301-5e62-4126-a0e2-d30e81adbfe3.png
913262,AreYouSerious,AreYouSerious,,0,0,24 apr 22 05:10,20 jul 22 11:02,Default,21,,https://cdn.tolstoycomments.com/ui/f1/25/dc/f125dc00-7e6f-4863-a275-a0c366ab0293.png
908203,NutIsBoring,NutIsBoring,,0,0,18 apr 22 09:59,03 jul 22 15:38,Default,22,,https://cdn.tolstoycomments.com/ui/4d/3d/8e/4d3d8e96-f569-4aca-aeb4-9f3221acad94.png
908194,ShareYourPainWithMe,NoOneListeningToYou,,0,0,18 apr 22 09:51,20 jul 22 10:58,Default,22,,https://cdn.tolstoycomments.com/ui/c0/8d/20/c08d2091-0eee-4207-bb4d-d4f9de9c6f7b.png
908187,Son_Dont,Son_Get_Life,,0,0,18 apr 22 09:44,20 jul 22 11:01,Default,22,,https://cdn.tolstoycomments.com/ui/4b/2d/30/4b2d30bb-ded2-457a-b81b-1493450fdb26.png
908181,Ha_ha_Seriously,Ha_ha_Seriously,,0,0,18 apr 22 09:38,20 jul 22 10:59,Default,22,,https://cdn.tolstoycomments.com/ui/eb/ad/11/ebad11f2-51fa-4f69-9532-7dc2a65d443f.png
908165,LOL__,LOL__:-),,0,0,18 apr 22 09:16,20 jul 22 10:58,Default,22,,https://cdn.tolstoycomments.com/ui/62/d8/1c/62d81c75-52b7-4e09-844c-96556cc7c9c2.png
908158,AbsurdityMaxima,AbsurdityMaxima,,0,0,18 apr 22 09:07,20 jul 22 10:11,Default,22,,https://cdn.tolstoycomments.com/ui/b2/69/57/b2695784-996d-40e6-98b7-f93b64a12d80.png
908157,AnotherTroll,AnotherTroll,,0,0,18 apr 22 09:00,03 jul 22 15:38,Default,22,,https://cdn.tolstoycomments.com/ui/b0/1e/a0/b01ea0f9-bf03-42c4-8dab-56b4e23fed4b.png
908155,CryBabyCry,CryBabyCry,,0,0,18 apr 22 08:55,20 jul 22 10:11,Default,22,,https://cdn.tolstoycomments.com/ui/94/a3/e1/94a3e1df-dc78-424f-aa0b-ddb641ebce67.png
908152,YouAreAMoron,YouAreAMoron,,0,0,18 apr 22 08:51,20 jul 22 10:59,Default,22,,https://cdn.tolstoycomments.com/ui/f6/d6/88/f6d68802-f0d4-482d-877c-7d5b4d11cc60.png
908149,SillyTroll,SillyTroll,,0,0,18 apr 22 08:45,20 jul 22 10:59,Default,22,,https://cdn.tolstoycomments.com/ui/49/f9/90/49f99050-ac05-4b37-a055-71fcb37dbded.png
908146,SovietTimes,SovietTimes,,0,0,18 apr 22 08:33,03 jul 22 15:22,Default,22,,https://cdn.tolstoycomments.com/ui/75/ea/5f/75ea5f5f-d585-42d7-874a-ae9d460a3946.png
908137,RedArmy_,RedArmy,,0,0,18 apr 22 08:07,03 jul 22 15:25,Default,22,,https://cdn.tolstoycomments.com/ui/e2/2e/52/e22e52ea-a29a-4815-976c-fbbf19f16c88.png
908128,ComeCloser,ComeCloser,,0,0,18 apr 22 07:53,03 jul 22 15:19,Default,22,,https://cdn.tolstoycomments.com/ui/1f/fd/15/1ffd157c-298a-41f7-9586-82e0d478db9e.png
908124,RussianArmy,RussianArmy,,0,0,18 apr 22 07:46,19 jul 22 04:32,Default,22,,https://cdn.tolstoycomments.com/ui/40/7e/25/407e25a4-bfbb-4319-a190-e9e8b10f8dfc.png
908112,AtomAnt,AtomAnt,,0,0,18 apr 22 07:18,20 jul 22 10:58,Default,22,,https://cdn.tolstoycomments.com/ui/f5/30/b3/f530b36e-0953-4160-82ca-83d653091214.png
908106,WonderWoman,WonderWoman,,0,0,18 apr 22 07:07,20 jul 22 10:11,Default,22,,https://cdn.tolstoycomments.com/ui/d8/1f/f0/d81ff0d9-6c70-4581-a850-d086694dbb4a.png
908105,YogiBear,YogiBear,,0,0,18 apr 22 07:04,20 jul 22 10:59,Default,22,,https://cdn.tolstoycomments.com/ui/0b/f4/ca/0bf4ca41-d0b8-45c7-81a1-72b10b4a9e51.png
908103,SpaceGhost,SpaceGhost,,0,0,18 apr 22 07:01,20 jul 22 10:58,Default,22,,https://cdn.tolstoycomments.com/ui/4d/4f/f8/4d4ff850-50ae-446b-a410-734fba8c05d4.png
908100,Scooby-Doo,Scooby-Doo,,0,0,18 apr 22 06:58,20 jul 22 10:59,Default,22,,https://cdn.tolstoycomments.com/ui/c5/15/d0/c515d0db-82f2-4d9c-a6bc-5cc771b2753c.png
908099,Daffy_Duck,Daffy_Duck,,0,0,18 apr 22 06:55,19 jul 22 04:37,Default,22,,https://cdn.tolstoycomments.com/ui/2b/63/f3/2b63f3fd-8e29-4b45-9b54-125966de187c.png
908097,WileECoyote,WileECoyote,,0,0,18 apr 22 06:51,19 jul 22 04:37,Default,22,,https://cdn.tolstoycomments.com/ui/0f/3c/7c/0f3c7c5d-6cc4-4d46-8e60-9cf5ee60c5c3.png
908096,Popeye,Popeye,,0,0,18 apr 22 06:47,20 jul 22 09:36,Default,22,,https://cdn.tolstoycomments.com/ui/1e/73/86/1e738695-eedd-4db4-9f3e-be6439376cb1.png
908095,HomerSimpson,HomerSimpson,,0,0,18 apr 22 06:43,19 jul 22 04:42,Default,22,,https://cdn.tolstoycomments.com/ui/3b/33/b2/3b33b20f-1a00-4a4a-9f37-7be5685615dc.png
908093,BugsBunny,BugsBunny,,0,0,18 apr 22 06:40,19 jul 22 04:37,Default,22,,https://cdn.tolstoycomments.com/ui/a0/34/9a/a0349a48-e37d-4ce8-8d58-8b5402f6f018.png
907629,Z___Z___Z,Z___Z___Z,,1366,100,17 apr 22 14:00,20 jul 22 10:59,Default,57,,https://cdn.tolstoycomments.com/ui/ca/9e/55/ca9e5584-2b29-42f1-ad76-f51217b29c46.png
906718,PuppetTroll10,PuppetTroll10,,0,0,16 apr 22 06:30,29 jun 22 04:21,Default,22,,
906717,PuppetTroll09,PuppetTroll09,,0,0,16 apr 22 06:28,29 jun 22 04:21,Default,22,,
906716,PuppetTroll08,PuppetTroll08,,0,0,16 apr 22 06:27,29 jun 22 04:21,Default,22,,
906715,PuppetTroll07,PuppetTroll07,,0,0,16 apr 22 06:25,29 jun 22 04:21,Default,22,,
906713,PuppetTroll06,PuppetTroll06,,0,0,16 apr 22 06:23,29 jun 22 04:21,Default,22,,
906712,PapaTroll05,PapaTroll05,,0,0,16 apr 22 06:21,19 jul 22 04:43,Default,22,,
906709,PapaTroll04,PapaTroll04,,0,0,16 apr 22 06:19,29 jun 22 04:21,Default,22,,
906707,PapaTroll03,PapaTroll03,,0,0,16 apr 22 06:17,29 jun 22 04:21,Default,22,,
906706,PapaTroll02,PapaTroll02,,0,0,16 apr 22 06:15,29 jun 22 04:21,Default,22,,
906705,PapaTroll01,PapaTroll01,,0,0,16 apr 22 06:12,19 jul 22 04:48,Default,22,,
904286,KinzhalMissile,Kinzhal,,0,0,14 apr 22 12:21,19 jul 22 04:46,Default,22,,https://cdn.tolstoycomments.com/ui/56/71/41/567141b5-770f-41c1-9f8a-cb8d1606d789.png
904281,IronBoxer,IronBoxer,,0,0,14 apr 22 12:10,19 jul 22 04:44,Default,22,,https://cdn.tolstoycomments.com/ui/ce/2c/5e/ce2c5e11-1918-4ea4-9cba-aad3abafa15b.png
904278,SovietSoldier,SovietSoldier,,0,0,14 apr 22 12:05,19 jul 22 04:46,Default,22,,https://cdn.tolstoycomments.com/ui/79/99/9e/79999e26-02a4-44f3-a913-dafe6d6a9f28.png
904275,BattleTank,BattleTank,,0,0,14 apr 22 11:59,19 jul 22 04:44,Default,22,,https://cdn.tolstoycomments.com/ui/cb/54/9b/cb549b09-28a6-4568-a7ba-67191e19d022.png
904269,Spartan01,Spartan01,,0,0,14 apr 22 11:54,19 jul 22 04:44,Default,22,,https://cdn.tolstoycomments.com/ui/5c/e8/1b/5ce81ba6-6403-40f7-8e8c-e925a959afcb.png
899866,Tintin21,Tintin21,,0,0,08 apr 22 01:52,19 jul 22 04:43,Default,22,,
899864,Tintin20,Tintin20,,0,0,08 apr 22 01:50,19 jul 22 04:37,Default,22,,
899863,Tintin19,Tintin19,,0,0,08 apr 22 01:49,19 jul 22 04:43,Default,22,,
899860,Tintin18,Tintin18,,0,0,08 apr 22 01:47,19 jul 22 04:46,Default,22,,
899859,Tintin17,Tintin17,,0,0,08 apr 22 01:45,19 jul 22 04:37,Default,22,,
899858,Tintin16,Tintin16,,0,0,08 apr 22 01:43,19 jul 22 04:48,Default,22,,
899856,Tintin15,Tintin15,,0,0,08 apr 22 01:41,19 jul 22 04:44,Default,22,,
899854,Tintin14,Tintin14,,0,0,08 apr 22 01:39,19 jul 22 04:37,Default,22,,
899852,Tintin13,Tintin13,,0,0,08 apr 22 01:37,19 jul 22 04:48,Default,22,,
899849,Tintin12,Tintin001,,-78,48,08 apr 22 01:34,27 jun 22 18:48,Default,32,,https://cdn.tolstoycomments.com/ui/af/6b/b1/af6bb12b-ff80-413d-8f4c-07f852689318.png
898202,Tintin08,Tintin08,,0,0,07 apr 22 13:59,06 jun 22 02:48,Default,22,,
898200,Tintin07,Tintin07,,0,0,07 apr 22 13:57,06 jun 22 02:48,Default,22,,
898197,Tintin06,Tintin06,,0,0,07 apr 22 13:55,06 jun 22 02:48,Default,22,,
898192,Tintin05,Tintin05,,0,0,07 apr 22 13:53,06 jun 22 02:48,Default,22,,
898190,Tintin04,Tintin04,,0,0,07 apr 22 13:49,06 jun 22 02:48,Default,22,,
898188,Tintin00,Tintin00,,0,0,07 apr 22 13:46,06 jun 22 02:48,Default,22,,
898185,Tintin02,Tintin02,,0,0,07 apr 22 13:44,27 jun 22 13:36,Default,22,,
